gender,trm_code,department,delivery,course_title,ath_team_member,grade,hours_attempted,hours_earned,career_gpa,sum,average_creditsper_year,course_count
1,1,14,0,74,1,15,0,0,2.87,160,40,72
1,1,14,0,525,1,13,0,0,2.87,160,40,72
1,1,16,0,184,1,5,1,1,2.87,160,40,72
1,1,27,0,37,1,7,3,3,2.87,160,40,72
1,1,50,0,413,1,4,3,3,2.87,160,40,72
1,1,55,0,136,1,4,3,3,2.87,160,40,72
1,1,64,0,144,1,4,3,3,2.87,160,40,72
1,2,13,0,384,1,2,3,3,2.87,160,40,72
1,2,14,0,74,1,15,0,0,2.87,160,40,72
1,2,30,0,417,1,8,4,4,2.87,160,40,72
1,2,32,0,577,1,10,3,3,2.87,160,40,72
1,2,33,0,224,1,7,3,3,2.87,160,40,72
1,2,39,0,300,1,4,3,3,2.87,160,40,72
1,2,53,0,42,1,1,1,1,2.87,160,40,72
1,4,14,0,74,1,13,0,0,2.87,160,40,72
1,4,42,0,88,1,4,1,1,2.87,160,40,72
1,4,53,0,42,1,1,1,1,2.87,160,40,72
1,4,55,0,152,1,4,3,3,2.87,160,40,72
1,4,58,0,607,1,5,3,3,2.87,160,40,72
1,4,64,3,144,1,8,3,3,2.87,160,40,72
1,1,9,0,64,1,5,3,3,2.87,160,40,72
1,1,9,0,468,1,9,3,3,2.87,160,40,72
1,1,14,0,74,1,15,0,0,2.87,160,40,72
1,1,33,0,231,1,15,3,3,2.87,160,40,72
1,1,39,0,301,1,6,3,3,2.87,160,40,72
1,4,10,0,281,1,0,3,3,2.87,160,40,72
1,4,14,0,74,1,13,0,0,2.87,160,40,72
1,4,33,0,231,1,15,3,3,2.87,160,40,72
1,4,43,0,478,1,5,1,1,2.87,160,40,72
1,4,50,3,335,1,8,3,3,2.87,160,40,72
1,4,52,0,439,1,7,3,3,2.87,160,40,72
1,1,0,0,458,1,0,3,3,2.87,160,40,72
1,1,7,0,591,1,12,3,3,2.87,160,40,72
1,1,9,0,372,1,8,3,3,2.87,160,40,72
1,1,10,0,277,1,4,3,3,2.87,160,40,72
1,1,14,0,74,1,15,0,0,2.87,160,40,72
1,1,18,0,385,1,7,3,3,2.87,160,40,72
1,1,43,2,479,1,0,1,1,2.87,160,40,72
1,2,9,0,246,1,2,3,3,2.87,160,40,72
1,2,9,0,423,1,6,3,3,2.87,160,40,72
1,2,9,0,367,1,4,3,3,2.87,160,40,72
1,2,14,0,74,1,15,0,0,2.87,160,40,72
1,2,18,0,346,1,4,3,3,2.87,160,40,72
1,4,0,0,364,1,4,3,3,2.87,160,40,72
1,4,7,0,249,1,7,3,3,2.87,160,40,72
1,4,7,3,591,1,10,3,3,2.87,160,40,72
1,4,10,0,299,1,8,3,3,2.87,160,40,72
1,4,14,0,74,1,15,0,0,2.87,160,40,72
1,4,22,0,165,1,7,3,3,2.87,160,40,72
1,4,59,0,196,1,8,3,3,2.87,160,40,72
1,0,9,0,434,1,4,3,3,2.87,160,40,72
1,0,9,0,371,1,5,3,3,2.87,160,40,72
1,0,14,0,74,1,15,0,0,2.87,160,40,72
1,0,14,0,525,1,15,0,0,2.87,160,40,72
1,0,39,0,32,1,8,3,3,2.87,160,40,72
1,0,61,0,313,1,5,3,3,2.87,160,40,72
1,5,9,0,19,1,0,3,3,2.87,160,40,72
1,5,9,0,334,1,0,3,3,2.87,160,40,72
1,5,9,0,205,1,4,3,3,2.87,160,40,72
1,5,14,0,74,1,15,0,0,2.87,160,40,72
1,5,15,0,262,1,2,3,3,2.87,160,40,72
1,0,7,0,7,1,4,3,3,2.87,160,40,72
1,0,9,0,502,1,4,3,3,2.87,160,40,72
1,0,9,0,356,1,4,3,3,2.87,160,40,72
1,0,9,0,60,1,15,3,3,2.87,160,40,72
1,0,14,0,74,1,13,0,0,2.87,160,40,72
1,5,9,0,505,1,0,3,3,2.87,160,40,72
1,5,9,0,61,1,15,3,3,2.87,160,40,72
1,5,9,0,66,1,0,3,3,2.87,160,40,72
1,5,45,0,355,1,2,3,3,2.87,160,40,72
0,1,10,0,299,1,0,3,3,3.69,172,43,77
0,1,14,0,74,1,15,0,0,3.69,172,43,77
0,1,16,0,184,1,0,1,1,3.69,172,43,77
0,1,55,0,136,1,2,3,3,3.69,172,43,77
0,1,59,0,196,1,1,3,3,3.69,172,43,77
0,1,64,0,144,1,2,3,3,3.69,172,43,77
0,2,13,0,384,1,1,3,3,3.69,172,43,77
0,2,14,0,74,1,15,0,0,3.69,172,43,77
0,2,27,0,37,1,2,3,3,3.69,172,43,77
0,2,39,0,301,1,0,3,3,3.69,172,43,77
0,2,42,0,89,1,0,1,1,3.69,172,43,77
0,2,52,3,439,1,0,3,3,3.69,172,43,77
0,2,59,0,635,1,0,2,2,3.69,172,43,77
0,2,59,0,73,1,4,1,1,3.69,172,43,77
0,4,9,0,297,1,0,3,3,3.69,172,43,77
0,4,14,0,74,1,15,0,0,3.69,172,43,77
0,4,39,0,302,1,0,3,3,3.69,172,43,77
0,4,50,0,413,1,2,3,3,3.69,172,43,77
0,4,61,0,197,1,0,3,3,3.69,172,43,77
0,4,64,3,144,1,5,3,3,3.69,172,43,77
0,1,9,0,65,1,5,3,3,3.69,172,43,77
0,1,9,0,468,1,4,3,3,3.69,172,43,77
0,1,14,0,74,1,15,0,0,3.69,172,43,77
0,1,18,0,385,1,0,3,3,3.69,172,43,77
0,1,33,0,231,1,0,3,3,3.69,172,43,77
0,1,50,0,149,1,2,3,3,3.69,172,43,77
0,2,2,0,85,1,4,3,3,3.69,172,43,77
0,2,10,3,277,1,6,3,3,3.69,172,43,77
0,2,14,0,74,1,15,0,0,3.69,172,43,77
0,2,14,0,525,1,13,0,0,3.69,172,43,77
0,2,30,0,417,1,4,4,4,3.69,172,43,77
0,2,50,0,8,1,5,3,3,3.69,172,43,77
0,2,52,0,591,1,2,3,3,3.69,172,43,77
0,4,14,0,74,1,15,0,0,3.69,172,43,77
0,4,14,0,525,1,15,0,0,3.69,172,43,77
0,4,22,0,165,1,1,3,3,3.69,172,43,77
0,4,33,0,231,1,2,3,3,3.69,172,43,77
0,4,50,0,335,1,2,3,3,3.69,172,43,77
0,4,55,0,152,1,0,3,3,3.69,172,43,77
0,4,58,0,607,1,1,3,3,3.69,172,43,77
0,1,0,0,458,1,2,3,3,3.69,172,43,77
0,1,7,0,580,1,2,3,3,3.69,172,43,77
0,1,7,0,51,1,2,3,3,3.69,172,43,77
0,1,9,0,372,1,2,3,3,3.69,172,43,77
0,1,10,0,279,1,0,3,3,3.69,172,43,77
0,1,14,0,74,1,15,0,0,3.69,172,43,77
0,1,14,0,525,1,15,0,0,3.69,172,43,77
0,2,7,0,38,1,2,3,3,3.69,172,43,77
0,2,9,0,367,1,4,3,3,3.69,172,43,77
0,2,9,0,350,1,15,3,3,3.69,172,43,77
0,2,14,0,74,1,15,0,0,3.69,172,43,77
0,2,18,0,346,1,4,3,3,3.69,172,43,77
0,2,32,0,511,1,2,3,3,3.69,172,43,77
0,2,33,0,224,1,4,3,3,3.69,172,43,77
0,4,0,0,364,1,0,3,3,3.69,172,43,77
0,4,7,0,249,1,4,3,3,3.69,172,43,77
0,4,7,0,485,1,5,3,3,3.69,172,43,77
0,4,7,0,68,1,5,3,3,3.69,172,43,77
0,4,9,0,355,1,0,3,3,3.69,172,43,77
0,4,9,0,350,1,15,2,2,3.69,172,43,77
0,4,14,0,74,1,15,0,0,3.69,172,43,77
0,0,0,0,264,1,2,3,3,3.69,172,43,77
0,0,0,0,365,1,0,3,3,3.69,172,43,77
0,0,0,0,164,1,0,3,3,3.69,172,43,77
0,0,7,0,418,1,4,3,3,3.69,172,43,77
0,0,9,0,60,1,15,3,3,3.69,172,43,77
0,0,14,0,74,1,15,0,0,3.69,172,43,77
0,0,14,0,525,1,15,0,0,3.69,172,43,77
0,0,54,0,441,1,0,1,1,3.69,172,43,77
0,5,0,0,265,1,0,3,3,3.69,172,43,77
0,5,0,0,39,1,2,3,3,3.69,172,43,77
0,5,7,0,625,1,0,3,3,3.69,172,43,77
0,5,9,0,334,1,0,3,3,3.69,172,43,77
0,5,9,0,66,1,0,3,3,3.69,172,43,77
0,5,54,0,250,1,0,1,1,3.69,172,43,77
1,1,14,0,74,1,15,0,0,3.68,168,42,69
1,1,16,0,184,1,0,1,1,3.68,168,42,69
1,1,33,0,231,1,0,3,3,3.68,168,42,69
1,1,50,0,413,1,0,3,3,3.68,168,42,69
1,1,64,0,144,1,0,3,3,3.68,168,42,69
1,2,2,0,344,1,2,3,3,3.68,168,42,69
1,2,14,0,74,1,15,0,0,3.68,168,42,69
1,2,30,0,417,1,0,4,4,3.68,168,42,69
1,2,39,0,301,1,2,3,3,3.68,168,42,69
1,2,55,0,136,1,0,3,3,3.68,168,42,69
1,4,9,0,297,1,1,3,3,3.68,168,42,69
1,4,14,0,74,1,15,0,0,3.68,168,42,69
1,4,33,0,231,1,5,3,3,3.68,168,42,69
1,4,38,0,389,1,5,3,3,3.68,168,42,69
1,4,39,0,302,1,0,3,3,3.68,168,42,69
1,4,52,0,439,1,2,3,3,3.68,168,42,69
1,4,64,3,144,1,6,3,3,3.68,168,42,69
1,1,9,0,468,1,2,3,3,3.68,168,42,69
1,1,13,0,384,1,1,3,3,3.68,168,42,69
1,1,18,0,385,1,0,3,3,3.68,168,42,69
1,1,33,0,224,1,2,3,3,3.68,168,42,69
1,2,2,0,119,1,0,3,3,3.68,168,42,69
1,2,10,0,299,1,2,3,3,3.68,168,42,69
1,2,14,0,74,1,15,0,0,3.68,168,42,69
1,2,32,0,577,1,4,3,3,3.68,168,42,69
1,2,55,0,152,1,0,3,3,3.68,168,42,69
1,4,10,0,280,1,0,3,3,3.68,168,42,69
1,4,14,0,74,1,15,0,0,3.68,168,42,69
1,4,22,0,165,1,2,3,3,3.68,168,42,69
1,4,30,0,198,1,0,4,4,3.68,168,42,69
1,4,59,0,196,1,0,3,3,3.68,168,42,69
1,1,0,0,459,1,4,3,3,3.68,168,42,69
1,1,7,0,580,1,0,3,3,3.68,168,42,69
1,1,9,0,372,1,5,3,3,3.68,168,42,69
1,1,9,0,65,1,5,3,3,3.68,168,42,69
1,1,10,0,277,1,4,3,3,3.68,168,42,69
1,1,14,0,74,1,15,0,0,3.68,168,42,69
1,2,9,0,246,1,2,3,3,3.68,168,42,69
1,2,9,0,78,1,5,3,3,3.68,168,42,69
1,2,9,0,423,1,0,3,3,3.68,168,42,69
1,2,9,0,367,1,6,3,3,3.68,168,42,69
1,2,10,0,262,1,5,3,3,3.68,168,42,69
1,2,14,0,74,1,15,0,0,3.68,168,42,69
1,2,18,0,346,1,0,3,3,3.68,168,42,69
1,3,9,0,349,1,15,6,6,3.68,168,42,69
1,4,0,0,364,1,0,3,3,3.68,168,42,69
1,4,7,0,249,1,0,3,3,3.68,168,42,69
1,4,7,0,68,1,0,3,3,3.68,168,42,69
1,4,9,0,355,1,2,3,3,3.68,168,42,69
1,4,9,0,356,1,2,3,3,3.68,168,42,69
1,4,14,0,74,1,15,0,0,3.68,168,42,69
1,0,9,0,434,1,5,3,3,3.68,168,42,69
1,0,9,0,70,1,2,1,1,3.68,168,42,69
1,0,12,0,286,1,2,5,5,3.68,168,42,69
1,0,14,0,74,1,15,0,0,3.68,168,42,69
1,0,14,0,525,1,15,0,0,3.68,168,42,69
1,0,15,0,431,1,0,3,3,3.68,168,42,69
1,0,41,0,87,1,2,1,1,3.68,168,42,69
1,0,53,0,179,1,15,1,1,3.68,168,42,69
1,0,56,0,187,1,2,4,4,3.68,168,42,69
1,5,7,0,595,1,0,3,3,3.68,168,42,69
1,5,9,0,334,1,5,3,3,3.68,168,42,69
1,5,9,0,205,1,0,3,3,3.68,168,42,69
1,5,9,0,66,1,0,3,3,3.68,168,42,69
1,5,12,0,287,1,4,5,5,3.68,168,42,69
1,5,14,0,74,1,15,0,0,3.68,168,42,69
1,5,53,0,179,1,15,1,1,3.68,168,42,69
0,1,13,0,384,1,1,3,3,3.8,344,86,204
0,1,13,0,384,1,1,3,3,3.8,344,86,204
0,1,14,0,74,1,15,0,0,3.8,344,86,204
0,1,14,0,74,1,15,0,0,3.8,344,86,204
0,1,16,0,184,1,0,1,1,3.8,344,86,204
0,1,16,0,184,1,0,1,1,3.8,344,86,204
0,1,33,0,231,1,0,3,3,3.8,344,86,204
0,1,33,0,231,1,0,3,3,3.8,344,86,204
0,1,38,0,106,1,0,1,1,3.8,344,86,204
0,1,38,0,106,1,0,1,1,3.8,344,86,204
0,1,49,0,481,1,0,1,1,3.8,344,86,204
0,1,49,0,481,1,0,1,1,3.8,344,86,204
0,1,52,0,440,1,2,3,3,3.8,344,86,204
0,1,52,0,440,1,2,3,3,3.8,344,86,204
0,1,59,0,196,1,0,3,3,3.8,344,86,204
0,1,59,0,196,1,0,3,3,3.8,344,86,204
0,2,10,0,188,1,0,3,3,3.8,344,86,204
0,2,10,0,188,1,0,3,3,3.8,344,86,204
0,2,14,0,74,1,15,0,0,3.8,344,86,204
0,2,14,0,74,1,15,0,0,3.8,344,86,204
0,2,14,0,525,1,13,0,0,3.8,344,86,204
0,2,14,0,525,1,13,0,0,3.8,344,86,204
0,2,38,0,106,1,1,1,1,3.8,344,86,204
0,2,38,0,106,1,1,1,1,3.8,344,86,204
0,2,47,0,480,1,2,1,1,3.8,344,86,204
0,2,47,0,480,1,2,1,1,3.8,344,86,204
0,2,49,0,481,1,0,1,1,3.8,344,86,204
0,2,49,0,481,1,0,1,1,3.8,344,86,204
0,2,50,0,335,1,5,3,3,3.8,344,86,204
0,2,50,0,335,1,5,3,3,3.8,344,86,204
0,2,50,0,8,1,2,3,3,3.8,344,86,204
0,2,50,0,8,1,2,3,3,3.8,344,86,204
0,2,55,0,136,1,0,3,3,3.8,344,86,204
0,2,55,0,136,1,0,3,3,3.8,344,86,204
0,4,14,0,74,1,15,0,0,3.8,344,86,204
0,4,14,0,74,1,15,0,0,3.8,344,86,204
0,4,14,0,525,1,15,0,0,3.8,344,86,204
0,4,14,0,525,1,15,0,0,3.8,344,86,204
0,4,22,0,304,1,5,3,3,3.8,344,86,204
0,4,22,0,304,1,5,3,3,3.8,344,86,204
0,4,33,0,231,1,4,3,3,3.8,344,86,204
0,4,33,0,231,1,4,3,3,3.8,344,86,204
0,4,38,0,106,1,0,1,1,3.8,344,86,204
0,4,38,0,106,1,0,1,1,3.8,344,86,204
0,4,38,0,453,1,0,1,1,3.8,344,86,204
0,4,38,0,453,1,0,1,1,3.8,344,86,204
0,4,49,0,481,1,0,1,1,3.8,344,86,204
0,4,49,0,481,1,0,1,1,3.8,344,86,204
0,4,50,0,413,1,0,3,3,3.8,344,86,204
0,4,50,0,413,1,0,3,3,3.8,344,86,204
0,4,55,0,152,1,5,3,3,3.8,344,86,204
0,4,55,0,152,1,5,3,3,3.8,344,86,204
0,4,61,0,197,1,2,3,3,3.8,344,86,204
0,4,61,0,197,1,2,3,3,3.8,344,86,204
0,1,10,0,279,1,2,3,3,3.8,344,86,204
0,1,10,0,279,1,2,3,3,3.8,344,86,204
0,1,14,0,74,1,15,0,0,3.8,344,86,204
0,1,14,0,74,1,15,0,0,3.8,344,86,204
0,1,33,0,224,1,0,3,3,3.8,344,86,204
0,1,33,0,224,1,0,3,3,3.8,344,86,204
0,1,38,0,397,1,15,1,1,3.8,344,86,204
0,1,38,0,397,1,15,1,1,3.8,344,86,204
0,1,38,0,106,1,1,1,1,3.8,344,86,204
0,1,38,0,106,1,1,1,1,3.8,344,86,204
0,1,38,0,404,1,1,2,2,3.8,344,86,204
0,1,38,0,404,1,1,2,2,3.8,344,86,204
0,1,38,0,395,1,0,3,3,3.8,344,86,204
0,1,38,0,395,1,0,3,3,3.8,344,86,204
0,1,47,0,480,1,4,1,1,3.8,344,86,204
0,1,47,0,480,1,4,1,1,3.8,344,86,204
0,1,49,0,481,1,0,1,1,3.8,344,86,204
0,1,49,0,481,1,0,1,1,3.8,344,86,204
0,2,14,0,74,1,13,0,0,3.8,344,86,204
0,2,14,0,74,1,13,0,0,3.8,344,86,204
0,2,38,0,399,1,0,4,4,3.8,344,86,204
0,2,38,0,399,1,0,4,4,3.8,344,86,204
0,2,38,0,128,1,0,2,2,3.8,344,86,204
0,2,38,0,128,1,0,2,2,3.8,344,86,204
0,2,38,0,397,1,15,1,1,3.8,344,86,204
0,2,38,0,397,1,15,1,1,3.8,344,86,204
0,2,38,0,107,1,3,0,0,3.8,344,86,204
0,2,38,0,107,1,3,0,0,3.8,344,86,204
0,2,38,0,396,1,5,3,3,3.8,344,86,204
0,2,38,0,396,1,5,3,3,3.8,344,86,204
0,2,38,0,404,1,0,1,1,3.8,344,86,204
0,2,38,0,404,1,0,1,1,3.8,344,86,204
0,2,47,0,480,1,4,1,1,3.8,344,86,204
0,2,47,0,480,1,4,1,1,3.8,344,86,204
0,2,49,0,481,1,0,1,1,3.8,344,86,204
0,2,49,0,481,1,0,1,1,3.8,344,86,204
0,4,14,0,74,1,13,0,0,3.8,344,86,204
0,4,14,0,74,1,13,0,0,3.8,344,86,204
0,4,38,0,398,1,5,4,4,3.8,344,86,204
0,4,38,0,398,1,5,4,4,3.8,344,86,204
0,4,38,0,127,1,0,2,2,3.8,344,86,204
0,4,38,0,127,1,0,2,2,3.8,344,86,204
0,4,38,0,397,1,15,1,1,3.8,344,86,204
0,4,38,0,397,1,15,1,1,3.8,344,86,204
0,4,38,0,106,1,0,1,1,3.8,344,86,204
0,4,38,0,106,1,0,1,1,3.8,344,86,204
0,4,38,0,404,1,0,2,2,3.8,344,86,204
0,4,38,0,404,1,0,2,2,3.8,344,86,204
0,4,38,0,396,1,0,3,3,3.8,344,86,204
0,4,38,0,396,1,0,3,3,3.8,344,86,204
0,4,47,0,480,1,2,1,1,3.8,344,86,204
0,4,47,0,480,1,2,1,1,3.8,344,86,204
0,4,49,0,481,1,0,1,1,3.8,344,86,204
0,4,49,0,481,1,0,1,1,3.8,344,86,204
0,1,9,0,64,1,0,3,3,3.8,344,86,204
0,1,9,0,64,1,0,3,3,3.8,344,86,204
0,1,14,0,74,1,15,0,0,3.8,344,86,204
0,1,14,0,74,1,15,0,0,3.8,344,86,204
0,1,38,0,400,1,2,4,4,3.8,344,86,204
0,1,38,0,400,1,2,4,4,3.8,344,86,204
0,1,38,0,129,1,0,2,2,3.8,344,86,204
0,1,38,0,129,1,0,2,2,3.8,344,86,204
0,1,38,0,255,1,0,1,1,3.8,344,86,204
0,1,38,0,255,1,0,1,1,3.8,344,86,204
0,1,38,0,106,1,0,1,1,3.8,344,86,204
0,1,38,0,106,1,0,1,1,3.8,344,86,204
0,1,38,0,391,1,15,3,3,3.8,344,86,204
0,1,38,0,391,1,15,3,3,3.8,344,86,204
0,1,49,0,481,1,2,1,1,3.8,344,86,204
0,1,49,0,481,1,2,1,1,3.8,344,86,204
0,1,50,0,51,1,2,3,3,3.8,344,86,204
0,1,50,0,51,1,2,3,3,3.8,344,86,204
0,2,9,0,317,1,0,1,1,3.8,344,86,204
0,2,9,0,317,1,0,1,1,3.8,344,86,204
0,2,14,0,74,1,15,0,0,3.8,344,86,204
0,2,14,0,74,1,15,0,0,3.8,344,86,204
0,2,14,0,525,1,15,0,0,3.8,344,86,204
0,2,14,0,525,1,15,0,0,3.8,344,86,204
0,2,38,0,255,1,0,1,1,3.8,344,86,204
0,2,38,0,255,1,0,1,1,3.8,344,86,204
0,2,38,0,391,1,15,3,3,3.8,344,86,204
0,2,38,0,391,1,15,3,3,3.8,344,86,204
0,2,38,0,106,1,0,1,1,3.8,344,86,204
0,2,38,0,106,1,0,1,1,3.8,344,86,204
0,2,43,0,479,1,0,1,1,3.8,344,86,204
0,2,43,0,479,1,0,1,1,3.8,344,86,204
0,2,49,0,481,1,5,2,2,3.8,344,86,204
0,2,49,0,481,1,5,2,2,3.8,344,86,204
0,2,63,0,259,1,15,3,3,3.8,344,86,204
0,2,63,0,259,1,15,3,3,3.8,344,86,204
0,4,10,0,262,1,0,3,3,3.8,344,86,204
0,4,10,0,262,1,0,3,3,3.8,344,86,204
0,4,14,0,74,1,15,0,0,3.8,344,86,204
0,4,14,0,74,1,15,0,0,3.8,344,86,204
0,4,38,0,255,1,0,1,1,3.8,344,86,204
0,4,38,0,255,1,0,1,1,3.8,344,86,204
0,4,38,0,391,1,15,3,3,3.8,344,86,204
0,4,38,0,391,1,15,3,3,3.8,344,86,204
0,4,38,0,106,1,0,1,1,3.8,344,86,204
0,4,38,0,106,1,0,1,1,3.8,344,86,204
0,4,49,0,481,1,2,2,2,3.8,344,86,204
0,4,49,0,481,1,2,2,2,3.8,344,86,204
0,4,52,0,591,1,0,3,3,3.8,344,86,204
0,4,52,0,591,1,0,3,3,3.8,344,86,204
0,5,9,0,334,1,3,0,0,3.8,344,86,204
0,5,9,0,334,1,3,0,0,3.8,344,86,204
0,5,39,0,32,1,3,0,0,3.8,344,86,204
0,5,39,0,32,1,3,0,0,3.8,344,86,204
0,0,9,0,360,1,0,2,2,3.8,344,86,204
0,0,9,0,360,1,0,2,2,3.8,344,86,204
0,0,9,0,206,1,5,2,2,3.8,344,86,204
0,0,9,0,206,1,5,2,2,3.8,344,86,204
0,0,9,0,373,1,0,2,2,3.8,344,86,204
0,0,9,0,373,1,0,2,2,3.8,344,86,204
0,5,9,0,76,1,4,2,2,3.8,344,86,204
0,5,9,0,76,1,4,2,2,3.8,344,86,204
0,5,9,0,491,1,5,2,2,3.8,344,86,204
0,5,9,0,491,1,5,2,2,3.8,344,86,204
0,5,15,0,100,1,0,2,2,3.8,344,86,204
0,5,15,0,100,1,0,2,2,3.8,344,86,204
0,6,9,3,370,1,4,2,2,3.8,344,86,204
0,6,9,3,370,1,4,2,2,3.8,344,86,204
0,6,9,3,353,1,4,2,2,3.8,344,86,204
0,6,9,3,353,1,4,2,2,3.8,344,86,204
0,6,20,0,366,1,5,2,2,3.8,344,86,204
0,6,20,0,366,1,5,2,2,3.8,344,86,204
0,0,0,0,364,1,2,2,2,3.8,344,86,204
0,0,0,0,364,1,2,2,2,3.8,344,86,204
0,0,9,0,422,1,4,2,2,3.8,344,86,204
0,0,9,0,422,1,4,2,2,3.8,344,86,204
0,0,9,0,79,1,0,2,2,3.8,344,86,204
0,0,9,0,79,1,0,2,2,3.8,344,86,204
0,5,9,3,172,1,2,2,2,3.8,344,86,204
0,5,9,3,172,1,2,2,2,3.8,344,86,204
0,5,9,3,201,1,2,2,2,3.8,344,86,204
0,5,9,3,201,1,2,2,2,3.8,344,86,204
0,5,9,3,484,1,15,2,2,3.8,344,86,204
0,5,9,3,484,1,15,2,2,3.8,344,86,204
0,6,9,3,146,1,0,2,2,3.8,344,86,204
0,6,9,3,146,1,0,2,2,3.8,344,86,204
0,6,9,3,567,1,6,2,2,3.8,344,86,204
0,6,9,3,567,1,6,2,2,3.8,344,86,204
0,6,9,3,375,1,0,3,3,3.8,344,86,204
0,6,9,3,375,1,0,3,3,3.8,344,86,204
0,0,9,0,63,1,15,1,1,3.8,344,86,204
0,0,9,0,63,1,15,1,1,3.8,344,86,204
1,1,6,0,193,1,7,4,4,2.97,148,37,71
1,1,14,0,74,1,15,0,0,2.97,148,37,71
1,1,16,0,184,1,5,1,1,2.97,148,37,71
1,1,53,0,42,1,1,1,1,2.97,148,37,71
1,1,64,0,144,1,4,3,3,2.97,148,37,71
1,2,14,0,74,1,13,0,0,2.97,148,37,71
1,2,22,0,311,1,4,3,3,2.97,148,37,71
1,2,33,0,231,1,7,3,3,2.97,148,37,71
1,2,39,0,300,1,7,3,3,2.97,148,37,71
1,2,43,2,476,1,1,1,1,2.97,148,37,71
1,2,50,0,413,1,5,3,3,2.97,148,37,71
1,2,53,0,42,1,1,1,1,2.97,148,37,71
1,4,14,0,74,1,13,0,0,2.97,148,37,71
1,4,27,0,37,1,4,3,3,2.97,148,37,71
1,4,42,0,89,1,2,2,2,2.97,148,37,71
1,4,64,0,144,1,8,3,3,2.97,148,37,71
1,1,7,0,138,1,9,4,4,2.97,148,37,71
1,1,9,0,297,1,8,3,3,2.97,148,37,71
1,1,13,0,384,1,0,3,3,2.97,148,37,71
1,1,39,0,288,1,7,3,3,2.97,148,37,71
1,2,2,0,119,1,2,3,3,2.97,148,37,71
1,2,7,0,147,1,8,3,3,2.97,148,37,71
1,2,10,0,278,1,0,3,3,2.97,148,37,71
1,2,14,0,74,1,15,0,0,2.97,148,37,71
1,2,33,0,223,1,4,3,3,2.97,148,37,71
1,2,55,0,152,1,8,3,3,2.97,148,37,71
1,4,7,0,249,1,12,3,3,2.97,148,37,71
1,4,14,0,74,1,15,0,0,2.97,148,37,71
1,4,22,0,165,1,4,3,3,2.97,148,37,71
1,4,33,0,221,1,7,3,3,2.97,148,37,71
1,4,59,0,196,1,8,3,3,2.97,148,37,71
1,0,15,0,431,1,5,3,3,2.97,148,37,71
1,0,20,0,385,1,5,3,3,2.97,148,37,71
1,0,46,0,372,1,4,3,3,2.97,148,37,71
1,0,48,0,390,1,0,2,2,2.97,148,37,71
1,0,53,0,383,1,0,1,1,2.97,148,37,71
1,5,7,0,601,1,6,3,3,2.97,148,37,71
1,5,9,0,205,1,2,3,3,2.97,148,37,71
1,5,14,0,74,1,13,0,0,2.97,148,37,71
1,5,48,0,398,1,4,3,3,2.97,148,37,71
1,5,48,0,127,1,7,1,1,2.97,148,37,71
1,5,48,0,451,1,4,2,2,2.97,148,37,71
1,5,48,0,71,1,0,1,1,2.97,148,37,71
1,5,53,0,383,1,0,1,1,2.97,148,37,71
1,0,9,0,456,1,5,3,3,2.97,148,37,71
1,0,9,0,246,1,5,3,3,2.97,148,37,71
1,0,9,0,356,1,5,3,3,2.97,148,37,71
1,0,14,0,74,1,13,0,0,2.97,148,37,71
1,0,14,0,24,1,5,2,2,2.97,148,37,71
1,0,40,0,477,1,2,1,1,2.97,148,37,71
1,0,48,2,319,1,4,2,2,2.97,148,37,71
1,0,53,0,383,1,0,1,1,2.97,148,37,71
1,5,2,0,85,1,9,3,3,2.97,148,37,71
1,5,9,0,423,1,4,3,3,2.97,148,37,71
1,5,9,0,367,1,0,3,3,2.97,148,37,71
1,5,14,0,74,1,15,0,0,2.97,148,37,71
1,5,45,0,355,1,4,3,3,2.97,148,37,71
1,0,0,0,459,1,0,3,3,2.97,148,37,71
1,0,9,0,435,1,8,3,3,2.97,148,37,71
1,0,9,0,60,1,15,3,3,2.97,148,37,71
1,0,14,0,74,1,13,0,0,2.97,148,37,71
1,0,39,0,32,1,5,3,3,2.97,148,37,71
1,5,0,0,364,1,4,3,3,2.97,148,37,71
1,5,9,0,334,1,0,3,3,2.97,148,37,71
1,5,9,0,67,1,2,3,3,2.97,148,37,71
1,5,14,0,74,1,13,0,0,2.97,148,37,71
1,5,20,0,346,1,5,3,3,2.97,148,37,71
0,1,14,0,74,1,15,0,0,2.99,125,31.25,42
0,1,17,0,123,1,4,3,3,2.99,125,31.25,42
0,1,17,0,338,1,4,3,3,2.99,125,31.25,42
0,1,17,0,132,1,6,3,3,2.99,125,31.25,42
0,1,52,0,626,1,5,4,4,2.99,125,31.25,42
0,2,4,0,46,1,0,4,4,2.99,125,31.25,42
0,2,14,0,74,1,15,0,0,2.99,125,31.25,42
0,2,17,0,585,1,0,3,3,2.99,125,31.25,42
0,2,17,0,600,1,8,3,3,2.99,125,31.25,42
0,2,17,0,596,1,8,3,3,2.99,125,31.25,42
0,2,17,0,90,1,2,3,3,2.99,125,31.25,42
0,4,14,0,74,1,15,0,0,2.99,125,31.25,42
0,4,17,0,599,1,5,3,3,2.99,125,31.25,42
0,4,17,0,257,1,5,3,3,2.99,125,31.25,42
0,4,17,0,91,1,2,3,3,2.99,125,31.25,42
0,4,17,0,624,1,0,3,3,2.99,125,31.25,42
0,1,14,0,74,1,15,0,0,2.99,125,31.25,42
